,name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,company,model
2238,Maruti Celerio VDi,2016,240000,90000,Diesel,Individual,Manual,Third Owner,Maruti,Maruti Celerio VDi
2239,Maruti Esteem Lxi,2005,60000,60000,Petrol,Individual,Manual,Third Owner,Maruti,Maruti Esteem Lxi
2240,Maruti Alto LX,2007,70000,120000,Petrol,Individual,Manual,Third Owner,Maruti,Maruti Alto LX
2241,Volkswagen Jetta 1.9 Highline TDI,2008,285000,90000,Diesel,Individual,Automatic,Second Owner,Volkswagen,Volkswagen Jetta 1.9
2242,Maruti Swift VDI BSIV,2015,350000,60000,Diesel,Individual,Manual,Second Owner,Maruti,Maruti Swift VDI
2243,Hyundai i20 Active 1.4 SX with AVN,2015,699000,30000,Diesel,Individual,Manual,Second Owner,Hyundai,Hyundai i20 Active
2244,Ford Figo Diesel ZXI,2011,275000,108000,Diesel,Individual,Manual,Second Owner,Ford,Ford Figo Diesel
2245,Hyundai i20 1.4 CRDi Magna,2012,350000,160000,Diesel,Individual,Manual,Second Owner,Hyundai,Hyundai i20 1.4
2246,Maruti Alto LXi BSIII,2006,135000,90000,Petrol,Individual,Manual,Third Owner,Maruti,Maruti Alto LXi
2247,Mahindra Xylo E4 8S,2010,325000,120000,Diesel,Individual,Manual,Third Owner,Mahindra,Mahindra Xylo E4
2248,Mahindra XUV500 W8 2WD,2012,650000,102000,Diesel,Individual,Manual,Second Owner,Mahindra,Mahindra XUV500 W8
2251,Ford Fiesta Petrol Trend,2012,450000,60000,Petrol,Dealer,Manual,First Owner,Ford,Ford Fiesta Petrol
2252,Tata Tiago 1.2 Revotron XE,2019,425000,3000,Petrol,Individual,Manual,First Owner,Tata,Tata Tiago 1.2
2253,Maruti Alto LXi,2006,150000,75118,Petrol,Individual,Manual,Second Owner,Maruti,Maruti Alto LXi
2254,Maruti Ritz LDi,2013,290000,140000,Diesel,Individual,Manual,Second Owner,Maruti,Maruti Ritz LDi
2255,Hyundai Xcent 1.2 Kappa Base,2014,335000,60000,Petrol,Individual,Manual,Second Owner,Hyundai,Hyundai Xcent 1.2
2256,Chevrolet Optra 1.6,2006,120000,79000,Petrol,Dealer,Manual,Fourth & Above Owner,Chevrolet,Chevrolet Optra 1.6
2257,Ford Ikon 1.6 ZXI NXt,2005,20000,25000,Petrol,Individual,Manual,Second Owner,Ford,Ford Ikon 1.6
2258,Tata Indigo LS,2012,220000,70000,Diesel,Individual,Manual,Second Owner,Tata,Tata Indigo LS
2259,Ford Ikon 1.3 Flair,2005,61000,4637,Petrol,Individual,Manual,Second Owner,Ford,Ford Ikon 1.3
2260,Maruti Swift VDI BSIV,2016,620000,70000,Diesel,Individual,Manual,First Owner,Maruti,Maruti Swift VDI
2261,Maruti Swift Dzire LDIX Limited Edition,2014,425000,100000,Diesel,Individual,Manual,Second Owner,Maruti,Maruti Swift Dzire
2262,Tata Indica Vista Aqua 1.3 Quadrajet,2009,85000,120000,Diesel,Individual,Manual,Second Owner,Tata,Tata Indica Vista
2263,Maruti Swift 1.3 DLX,2015,270000,40000,Diesel,Individual,Manual,Second Owner,Maruti,Maruti Swift 1.3
2265,Mahindra KUV 100 mFALCON G80 K2,2017,450000,30000,Petrol,Individual,Manual,First Owner,Mahindra,Mahindra KUV 100
2266,Tata New Safari DICOR 2.2 VX 4x4,2012,450000,42655,Diesel,Individual,Manual,First Owner,Tata,Tata New Safari
2267,Renault KWID 1.0 RXL,2017,250000,43000,Petrol,Individual,Manual,Second Owner,Renault,Renault KWID 1.0
2268,Toyota Innova 2.5 VX 8 STR BSIV,2012,725000,70000,Diesel,Individual,Manual,First Owner,Toyota,Toyota Innova 2.5
2269,Hyundai i20 Magna,2010,250000,55000,Petrol,Individual,Manual,First Owner,Hyundai,Hyundai i20 Magna
2270,Fiat Punto 1.3 Active,2010,99000,80000,Diesel,Individual,Manual,Second Owner,Fiat,Fiat Punto 1.3
2271,Renault KWID 1.0,2017,350000,55000,Petrol,Individual,Manual,First Owner,Renault,Renault KWID 1.0
2272,Hyundai Xcent 1.2 VTVT E Plus,2018,511000,70000,Petrol,Individual,Manual,First Owner,Hyundai,Hyundai Xcent 1.2
2273,Maruti Ritz VDi,2012,300000,80000,Diesel,Individual,Manual,First Owner,Maruti,Maruti Ritz VDi
2274,Audi Q5 2.0 TFSI Quattro,2010,1100000,110000,Petrol,Individual,Automatic,First Owner,Audi,Audi Q5 2.0
2275,Hyundai i10 Sportz 1.2,2010,125000,60000,Petrol,Individual,Manual,Third Owner,Hyundai,Hyundai i10 Sportz
2276,Tata Tiago 1.2 Revotron XZ,2018,500000,30000,Petrol,Individual,Manual,First Owner,Tata,Tata Tiago 1.2
2277,Renault Duster 85PS Diesel RxL,2013,385000,80000,Diesel,Individual,Manual,Second Owner,Renault,Renault Duster 85PS
2278,Skoda Rapid 1.6 MPI Elegance,2012,350000,90000,Petrol,Individual,Manual,First Owner,Skoda,Skoda Rapid 1.6
2279,Maruti 800 Std BSIII,2003,60000,50000,Petrol,Individual,Manual,First Owner,Maruti,Maruti 800 Std
2280,Hyundai Santro Xing GLS,2012,300000,50000,Petrol,Individual,Manual,First Owner,Hyundai,Hyundai Santro Xing
2281,Hyundai i20 1.4 CRDi Asta,2012,400000,70000,Diesel,Individual,Manual,First Owner,Hyundai,Hyundai i20 1.4
2282,Ford Ecosport 1.5 DV5 MT Titanium,2014,550000,110000,Diesel,Individual,Manual,First Owner,Ford,Ford Ecosport 1.5
2283,Nissan Sunny XL,2012,300000,80000,Petrol,Individual,Manual,Second Owner,Nissan,Nissan Sunny XL
2284,Maruti Swift VDI,2012,250000,156000,Diesel,Individual,Manual,First Owner,Maruti,Maruti Swift VDI
2286,Maruti Eeco 5 Seater AC BSIV,2018,300000,25000,Petrol,Individual,Manual,First Owner,Maruti,Maruti Eeco 5
2287,Maruti Alto LX,2004,80000,120000,Petrol,Individual,Manual,First Owner,Maruti,Maruti Alto LX
2288,Mahindra Scorpio S5 BSIV,2020,1200000,11000,Diesel,Individual,Manual,First Owner,Mahindra,Mahindra Scorpio S5
2289,Renault KWID AMT,2017,355000,40000,Petrol,Individual,Automatic,First Owner,Renault,Renault KWID AMT
2290,Maruti Swift Dzire VDI,2015,520000,50000,Diesel,Individual,Manual,First Owner,Maruti,Maruti Swift Dzire
2291,Hyundai Verna 1.6 CRDI,2012,500000,26000,Diesel,Individual,Manual,First Owner,Hyundai,Hyundai Verna 1.6
2292,Maruti Alto LXi,2008,114999,30000,Petrol,Individual,Manual,First Owner,Maruti,Maruti Alto LXi
2293,Toyota Fortuner 4x2 Manual,2014,1800000,50000,Diesel,Individual,Manual,First Owner,Toyota,Toyota Fortuner 4x2
2294,Mahindra TUV 300 T6 Plus,2018,800000,20000,Diesel,Individual,Manual,First Owner,Mahindra,Mahindra TUV 300
2295,Maruti Alto LXi BSIII,2008,105000,30000,Petrol,Individual,Manual,Second Owner,Maruti,Maruti Alto LXi
2296,Maruti Alto LXi,2011,135000,78000,Petrol,Individual,Manual,First Owner,Maruti,Maruti Alto LXi
2297,Maruti Wagon R VXI BS IV,2011,170000,40000,Petrol,Individual,Manual,Second Owner,Maruti,Maruti Wagon R
2298,Hyundai Verna 1.6 SX VTVT,2014,550000,100000,Petrol,Individual,Manual,First Owner,Hyundai,Hyundai Verna 1.6
2299,Honda City 1.5 V MT,2009,250000,70000,Petrol,Individual,Manual,Third Owner,Honda,Honda City 1.5
2300,Hyundai Elantra CRDi SX,2014,650000,30000,Diesel,Individual,Manual,Second Owner,Hyundai,Hyundai Elantra CRDi
2301,Honda City 1.5 V AT Exclusive,2008,210000,77000,Petrol,Individual,Automatic,Third Owner,Honda,Honda City 1.5
2302,Volkswagen Vento Diesel Highline,2011,260000,150000,Diesel,Individual,Manual,First Owner,Volkswagen,Volkswagen Vento Diesel
2303,Maruti Swift Dzire ZDI,2016,750000,69000,Diesel,Individual,Manual,First Owner,Maruti,Maruti Swift Dzire
2304,Toyota Innova Crysta 2.8 GX AT BSIV,2016,1350000,120000,Diesel,Individual,Automatic,First Owner,Toyota,Toyota Innova Crysta
2305,Maruti Ritz VDi,2012,220000,120000,Diesel,Individual,Manual,Second Owner,Maruti,Maruti Ritz VDi
2306,Hyundai Getz 1.3 GLS,2008,110000,110000,Petrol,Individual,Manual,Second Owner,Hyundai,Hyundai Getz 1.3
2307,Mahindra XUV500 AT W8 FWD,2017,1230000,70000,Diesel,Individual,Automatic,First Owner,Mahindra,Mahindra XUV500 AT
2308,Mahindra Quanto C6,2013,220000,110000,Diesel,Individual,Manual,First Owner,Mahindra,Mahindra Quanto C6
2309,Tata Indigo LX Dicor,2009,130000,50000,Diesel,Individual,Manual,First Owner,Tata,Tata Indigo LX
2310,Hyundai i20 1.2 Magna,2012,330000,44000,Petrol,Individual,Manual,First Owner,Hyundai,Hyundai i20 1.2
2311,Honda City 1.5 S MT,2010,254999,90000,Petrol,Individual,Manual,Second Owner,Honda,Honda City 1.5
2312,Hyundai Verna 1.6 SX VTVT (O),2014,600000,50000,Petrol,Individual,Manual,Second Owner,Hyundai,Hyundai Verna 1.6
2313,Hyundai i10 Magna,2012,210000,50000,Petrol,Individual,Manual,First Owner,Hyundai,Hyundai i10 Magna
2314,Chevrolet Enjoy TCDi LT 7 Seater,2014,300000,146000,Diesel,Individual,Manual,First Owner,Chevrolet,Chevrolet Enjoy TCDi
2315,Tata Tiago 1.2 Revotron XTA,2018,426000,15000,Petrol,Individual,Automatic,First Owner,Tata,Tata Tiago 1.2
2316,Maruti Alto K10 VXI,2015,265000,60000,Petrol,Individual,Manual,First Owner,Maruti,Maruti Alto K10
2317,Hyundai Xcent 1.2 Kappa SX,2016,450000,35000,Petrol,Individual,Manual,Second Owner,Hyundai,Hyundai Xcent 1.2
2318,Hyundai Verna 1.6 SX,2012,480000,80000,Diesel,Individual,Manual,First Owner,Hyundai,Hyundai Verna 1.6
2319,Tata Nano Lx,2010,40000,90000,Petrol,Individual,Manual,First Owner,Tata,Tata Nano Lx
2320,Honda City 1.5 S MT,2011,395000,70000,Petrol,Individual,Manual,Second Owner,Honda,Honda City 1.5
2321,Maruti Wagon R VXI BS IV,2013,229999,62000,Petrol,Individual,Manual,Second Owner,Maruti,Maruti Wagon R
2322,Ford Ecosport 1.5 Petrol Titanium Plus AT,2018,875000,10000,Petrol,Individual,Automatic,First Owner,Ford,Ford Ecosport 1.5
2323,Maruti Eeco 5 STR With AC Plus HTR CNG,2010,170000,80000,CNG,Individual,Manual,Fourth & Above Owner,Maruti,Maruti Eeco 5
2324,Hyundai i20 Sportz 1.2,2015,500000,35000,Petrol,Individual,Manual,Second Owner,Hyundai,Hyundai i20 Sportz
2325,Maruti Ignis 1.2 Sigma BSIV,2019,450000,40000,Petrol,Individual,Manual,First Owner,Maruti,Maruti Ignis 1.2
2326,Maruti Ertiga VDI,2012,550000,120000,Diesel,Individual,Manual,Third Owner,Maruti,Maruti Ertiga VDI
2327,Tata Manza Aura Safire BS IV,2013,200000,60000,Petrol,Individual,Manual,First Owner,Tata,Tata Manza Aura
2328,Tata Indica GLS BS IV,2008,80000,90000,Petrol,Individual,Manual,Second Owner,Tata,Tata Indica GLS
2330,Ford Aspire Titanium Plus Diesel BSIV,2019,675000,15000,Diesel,Individual,Manual,First Owner,Ford,Ford Aspire Titanium
2331,Maruti Eeco 7 Seater Standard BSIV,2017,260000,30000,Petrol,Individual,Manual,First Owner,Maruti,Maruti Eeco 7
2332,Maruti Wagon R LXI,2001,70000,117000,Petrol,Individual,Manual,Second Owner,Maruti,Maruti Wagon R
2333,Maruti Alto LX,2004,100000,70000,Petrol,Individual,Manual,First Owner,Maruti,Maruti Alto LX
2334,Toyota Innova 2.5 VX (Diesel) 7 Seater,2012,730000,110000,Diesel,Individual,Manual,Second Owner,Toyota,Toyota Innova 2.5
2335,Nissan Terrano XL 85 PS,2016,525000,100000,Diesel,Individual,Manual,Second Owner,Nissan,Nissan Terrano XL
2336,Nissan Terrano XL 85 PS,2016,525000,105000,Diesel,Individual,Manual,Second Owner,Nissan,Nissan Terrano XL
2338,Toyota Corolla Altis Diesel D4DJ,2012,420000,95000,Diesel,Individual,Manual,Second Owner,Toyota,Toyota Corolla Altis
2339,Honda Amaze SX i-VTEC,2015,500000,70000,Petrol,Individual,Manual,First Owner,Honda,Honda Amaze SX
2340,Maruti Wagon R LXI Minor,2009,165000,76000,Petrol,Individual,Manual,Second Owner,Maruti,Maruti Wagon R
2341,Hyundai Verna 1.6 SX,2014,650000,70000,Diesel,Individual,Manual,Second Owner,Hyundai,Hyundai Verna 1.6
2342,Chevrolet Beat Diesel LT,2013,195000,46000,Diesel,Individual,Manual,First Owner,Chevrolet,Chevrolet Beat Diesel
2343,Maruti Zen LX,1999,75000,70000,Petrol,Individual,Manual,First Owner,Maruti,Maruti Zen LX
2344,Maruti Esteem Lxi - BSIII,2006,90000,90000,Petrol,Individual,Manual,First Owner,Maruti,Maruti Esteem Lxi
2345,Hyundai Xcent 1.1 CRDi Base,2016,515000,50000,Diesel,Individual,Manual,First Owner,Hyundai,Hyundai Xcent 1.1
2346,Honda Jazz 1.5 VX i DTEC,2017,700000,24585,Diesel,Dealer,Manual,Test Drive Car,Honda,Honda Jazz 1.5
2347,Maruti Zen LX,2001,62000,70000,Petrol,Individual,Manual,First Owner,Maruti,Maruti Zen LX
2348,Toyota Etios GD SP,2011,220000,110000,Diesel,Individual,Manual,Third Owner,Toyota,Toyota Etios GD
2349,Hyundai Santro Magna CNG BSIV,2019,520000,10000,CNG,Individual,Manual,First Owner,Hyundai,Hyundai Santro Magna
2350,Fiat Linea Emotion,2010,170000,100000,Petrol,Individual,Manual,First Owner,Fiat,Fiat Linea Emotion
2351,Ford Figo Diesel Titanium,2011,190000,110000,Diesel,Individual,Manual,Second Owner,Ford,Ford Figo Diesel
2352,Ford Figo Diesel Titanium,2011,150000,100000,Diesel,Individual,Manual,Second Owner,Ford,Ford Figo Diesel
2353,Maruti Zen Estilo LXI BS IV,2009,125000,65000,Petrol,Individual,Manual,First Owner,Maruti,Maruti Zen Estilo
2354,Honda Amaze EX i-Dtech,2015,290000,40000,Diesel,Individual,Manual,Third Owner,Honda,Honda Amaze EX
2355,Maruti Celerio X ZXI BSIV,2019,490000,13900,Petrol,Individual,Manual,First Owner,Maruti,Maruti Celerio X
2356,Tata Tigor 1.2 Revotron XZ Option,2017,434999,17563,Petrol,Individual,Manual,First Owner,Tata,Tata Tigor 1.2
2357,Tata Zest Revotron 1.2T XE,2016,380000,15000,Petrol,Individual,Manual,First Owner,Tata,Tata Zest Revotron
2358,Volkswagen Polo Diesel Trendline 1.2L,2012,200000,82000,Diesel,Individual,Manual,Second Owner,Volkswagen,Volkswagen Polo Diesel
2359,Ford Figo 1.5D Trend MT,2016,495000,40000,Diesel,Individual,Manual,First Owner,Ford,Ford Figo 1.5D
2361,Mahindra XUV500 W6 2WD,2014,600000,151000,Diesel,Individual,Manual,Second Owner,Mahindra,Mahindra XUV500 W6
2362,Honda Brio S MT,2015,300000,50000,Petrol,Individual,Manual,First Owner,Honda,Honda Brio S
2363,Honda Amaze E i-VTEC,2017,430000,15000,Petrol,Individual,Manual,First Owner,Honda,Honda Amaze E
2364,Honda Amaze E i-DTEC,2017,370000,80000,Diesel,Individual,Manual,First Owner,Honda,Honda Amaze E
2365,Maruti Baleno Zeta 1.2,2019,750000,11000,Petrol,Individual,Manual,First Owner,Maruti,Maruti Baleno Zeta
2366,Maruti Alto K10 LXI CNG Optional,2016,300000,50000,CNG,Individual,Manual,First Owner,Maruti,Maruti Alto K10
2367,BMW X1 sDrive20d,2012,700000,120000,Diesel,Individual,Automatic,Second Owner,BMW,BMW X1 sDrive20d
2368,Maruti Wagon R LXI DUO BSIII,2007,100000,70000,LPG,Individual,Manual,Third Owner,Maruti,Maruti Wagon R
2369,Hyundai Grand i10 Sportz,2015,300000,90000,Petrol,Individual,Manual,First Owner,Hyundai,Hyundai Grand i10
2371,Hyundai i20 Asta Option 1.4 CRDi,2016,650000,40000,Diesel,Individual,Manual,First Owner,Hyundai,Hyundai i20 Asta
2372,Maruti Swift VDI BSIV,2017,509999,25000,Diesel,Individual,Manual,First Owner,Maruti,Maruti Swift VDI
2373,Toyota Innova 2.5 VX (Diesel) 7 Seater,2013,1000000,117780,Diesel,Individual,Manual,Second Owner,Toyota,Toyota Innova 2.5
2374,Hyundai Verna CRDi SX,2010,280000,120000,Diesel,Individual,Manual,Second Owner,Hyundai,Hyundai Verna CRDi
2375,Maruti Swift DDiS VDI,2017,600000,120000,Diesel,Individual,Manual,First Owner,Maruti,Maruti Swift DDiS
2376,Skoda Rapid 1.6 TDI Ambition,2013,210000,120000,Diesel,Individual,Manual,Third Owner,Skoda,Skoda Rapid 1.6
2377,Audi Q3 2.0 TDI Quattro Premium Plus,2014,1150000,110000,Diesel,Individual,Automatic,Second Owner,Audi,Audi Q3 2.0
2378,Hyundai EON Magna Plus,2018,245000,30000,Petrol,Individual,Manual,First Owner,Hyundai,Hyundai EON Magna
2379,Hyundai Grand i10 Sportz,2016,375000,25000,Petrol,Individual,Manual,First Owner,Hyundai,Hyundai Grand i10
2380,Mahindra Scorpio 1.99 S10,2015,150000,55000,Diesel,Individual,Manual,Second Owner,Mahindra,Mahindra Scorpio 1.99
2381,Mahindra XUV500 W10 2WD,2018,1450000,20000,Diesel,Individual,Manual,First Owner,Mahindra,Mahindra XUV500 W10
2382,Maruti Ertiga VDI,2014,500000,100000,Diesel,Individual,Manual,Second Owner,Maruti,Maruti Ertiga VDI
2383,Maruti Alto LXi,2007,75000,40000,Petrol,Individual,Manual,Second Owner,Maruti,Maruti Alto LXi
2384,Hyundai Sonata AT Leather,2006,225000,80000,Petrol,Individual,Automatic,Third Owner,Hyundai,Hyundai Sonata AT
2385,Hyundai Sonata 2.4L AT,2006,275000,80000,Petrol,Individual,Automatic,Fourth & Above Owner,Hyundai,Hyundai Sonata 2.4L
2386,Mahindra Bolero Power Plus SLX,2018,620000,35000,Diesel,Individual,Manual,First Owner,Mahindra,Mahindra Bolero Power
2387,Nissan X-Trail SLX MT,2010,600000,110000,Diesel,Individual,Manual,Second Owner,Nissan,Nissan X-Trail SLX
2388,Mahindra Xylo E8 ABS Airbag BSIV,2011,275000,160000,Diesel,Individual,Manual,First Owner,Mahindra,Mahindra Xylo E8
2389,Tata Indigo TDI,2013,125000,125000,Diesel,Individual,Manual,First Owner,Tata,Tata Indigo TDI
2390,Tata Indigo GLS,2011,80000,62000,Petrol,Individual,Manual,Second Owner,Tata,Tata Indigo GLS
2391,Nissan Micra Diesel XV,2011,199000,120000,Diesel,Individual,Manual,Second Owner,Nissan,Nissan Micra Diesel
2392,Nissan Micra XL,2016,440000,33000,Petrol,Individual,Manual,Second Owner,Nissan,Nissan Micra XL
2393,Maruti Swift Dzire LDI,2013,250000,80000,Diesel,Individual,Manual,Fourth & Above Owner,Maruti,Maruti Swift Dzire
2394,Hyundai i20 1.4 Sportz,2017,700000,35000,Diesel,Individual,Manual,First Owner,Hyundai,Hyundai i20 1.4
2395,Hyundai Grand i10 CRDi Asta Option,2015,450000,50000,Diesel,Individual,Manual,First Owner,Hyundai,Hyundai Grand i10
2396,Maruti Alto 800 Std Optional,2019,240000,5000,Petrol,Individual,Manual,First Owner,Maruti,Maruti Alto 800
2397,Ford EcoSport 1.5 TDCi Titanium BSIV,2016,650000,81595,Diesel,Dealer,Manual,First Owner,Ford,Ford EcoSport 1.5
2398,Hyundai Getz GLS ABS,2005,71000,22000,Petrol,Individual,Manual,First Owner,Hyundai,Hyundai Getz GLS
2399,Maruti Swift VXI Optional,2015,400000,40000,Petrol,Individual,Manual,First Owner,Maruti,Maruti Swift VXI
2400,Maruti Alto LXi BSIII,2008,130000,40000,Petrol,Individual,Manual,Second Owner,Maruti,Maruti Alto LXi
2401,Mahindra Scorpio 2.6 CRDe SLE,2013,300000,70000,Diesel,Individual,Manual,Second Owner,Mahindra,Mahindra Scorpio 2.6
2402,Nissan Kicks XL D BSIV,2019,1100000,4000,Diesel,Individual,Manual,First Owner,Nissan,Nissan Kicks XL
2403,BMW 3 Series 320d Luxury Line,2015,2200000,24000,Diesel,Individual,Automatic,First Owner,BMW,BMW 3 Series
2404,Honda Amaze VX i-VTEC,2018,800000,13500,Petrol,Dealer,Manual,First Owner,Honda,Honda Amaze VX
2405,Maruti Ritz VDI (ABS) BS IV,2013,490000,40000,Diesel,Individual,Manual,First Owner,Maruti,Maruti Ritz VDI
2406,Honda Jazz 1.2 VX i VTEC,2018,836000,9700,Petrol,Dealer,Manual,First Owner,Honda,Honda Jazz 1.2
2407,Volkswagen Polo Petrol Comfortline 1.2L,2012,375000,62000,Petrol,Individual,Manual,Second Owner,Volkswagen,Volkswagen Polo Petrol
2408,Honda BR-V i-DTEC VX MT,2016,1249000,24000,Diesel,Dealer,Manual,First Owner,Honda,Honda BR-V i-DTEC
2409,Honda WR-V i-DTEC VX,2019,1240000,13000,Diesel,Dealer,Manual,First Owner,Honda,Honda WR-V i-DTEC
2410,Tata Nano Std BSII,2009,35000,50000,Petrol,Individual,Manual,Third Owner,Tata,Tata Nano Std
2411,Honda BR-V i-VTEC VX MT,2017,1068000,36000,Petrol,Dealer,Manual,First Owner,Honda,Honda BR-V i-VTEC
2412,Honda BR-V i-DTEC VX MT,2017,1189000,40000,Diesel,Dealer,Manual,First Owner,Honda,Honda BR-V i-DTEC
2413,Hyundai Elite i20 Petrol Asta Option,2018,700000,27000,Petrol,Individual,Manual,First Owner,Hyundai,Hyundai Elite i20
2414,Maruti Alto K10 VXI,2016,350000,40000,Petrol,Individual,Manual,First Owner,Maruti,Maruti Alto K10
2415,Hyundai i10 Magna 1.2,2009,254999,80000,Petrol,Individual,Manual,Second Owner,Hyundai,Hyundai i10 Magna
2417,Hyundai i20 Asta Option 1.4 CRDi,2016,750000,80000,Diesel,Individual,Manual,First Owner,Hyundai,Hyundai i20 Asta
2418,Maruti Ritz VDi,2012,325000,119000,Diesel,Individual,Manual,Second Owner,Maruti,Maruti Ritz VDi
2420,Maruti Celerio ZXI AT,2017,509999,25000,Petrol,Individual,Automatic,First Owner,Maruti,Maruti Celerio ZXI
2421,Nissan Micra XL,2013,363000,28740,Petrol,Individual,Manual,First Owner,Nissan,Nissan Micra XL
2422,Maruti Alto K10 LXI,2010,229999,48500,Petrol,Individual,Manual,First Owner,Maruti,Maruti Alto K10
2423,Nissan Sunny XL,2012,290000,110000,Petrol,Individual,Manual,Second Owner,Nissan,Nissan Sunny XL
2424,Maruti Swift VXI,2018,550000,30000,Petrol,Individual,Manual,First Owner,Maruti,Maruti Swift VXI
2425,Tata Indica Vista TDI LX,2011,125000,120000,Diesel,Individual,Manual,Second Owner,Tata,Tata Indica Vista
2426,Volvo XC60 D5 Inscription,2014,2000000,130000,Diesel,Individual,Automatic,First Owner,Volvo,Volvo XC60 D5
2427,Toyota Innova 2.5 G4 Diesel 7-seater,2008,350000,140000,Diesel,Individual,Manual,Second Owner,Toyota,Toyota Innova 2.5
2428,Hyundai Verna 1.6 SX CRDi (O),2011,390000,90000,Diesel,Individual,Manual,First Owner,Hyundai,Hyundai Verna 1.6
2429,Maruti Celerio VXI,2015,220000,45000,Petrol,Individual,Manual,First Owner,Maruti,Maruti Celerio VXI
2430,Hyundai Santro Xing XG,2005,140000,80000,Petrol,Individual,Manual,Third Owner,Hyundai,Hyundai Santro Xing
2431,Maruti Wagon R AMT VXI Option,2018,370000,15000,Petrol,Individual,Automatic,First Owner,Maruti,Maruti Wagon R
2432,Maruti Swift Dzire VDI,2019,650000,20000,Diesel,Individual,Manual,First Owner,Maruti,Maruti Swift Dzire
2433,Maruti Alto 800 LX,2017,280000,37000,Petrol,Individual,Manual,First Owner,Maruti,Maruti Alto 800
2434,Maruti Swift Dzire VDI,2016,540000,80000,Diesel,Individual,Manual,First Owner,Maruti,Maruti Swift Dzire
2435,Ambassador Classic 2000 Dsz,2002,50000,120000,Diesel,Individual,Manual,Fourth & Above Owner,Ambassador,Ambassador Classic 2000
2436,Maruti Ciaz Sigma BSIV,2018,800000,20000,Petrol,Individual,Manual,First Owner,Maruti,Maruti Ciaz Sigma
2437,Ford Figo 1.5D Titanium MT,2016,515000,25000,Diesel,Individual,Manual,First Owner,Ford,Ford Figo 1.5D
2438,Hyundai i20 1.2 Magna,2010,220000,96000,Petrol,Individual,Manual,Third Owner,Hyundai,Hyundai i20 1.2
2439,Chevrolet Spark 1.0 LT Option Pack w/ Airbag,2013,165000,53000,Petrol,Dealer,Manual,First Owner,Chevrolet,Chevrolet Spark 1.0
2440,Fiat Linea 1.3 Emotion,2010,221000,65000,Diesel,Dealer,Manual,First Owner,Fiat,Fiat Linea 1.3
2441,Chevrolet Beat LT,2015,245000,43000,Petrol,Dealer,Manual,First Owner,Chevrolet,Chevrolet Beat LT
2442,Ford Figo 1.2P Titanium Plus MT,2012,260000,42000,Petrol,Dealer,Manual,First Owner,Ford,Ford Figo 1.2P
